[2024-11-20 19:16:02] Open: 94302.48, High: 94343.43, Low: 94302.48, Close: 94343.43
[2024-11-22 05:56:02] Open: 98609.18, High: 98725.50, Low: 98609.18, Close: 98649.65
[2024-11-22 05:57:00] Open: 98620.74, High: 98620.74, Low: 98576.46, Close: 98612.25
[2024-11-22 05:58:03] Open: 98678.88, High: 98691.26, Low: 98638.22, Close: 98659.02
[2024-11-22 05:59:01] Open: 98667.30, High: 98737.49, Low: 98667.30, Close: 98737.49
[2024-11-22 06:00:04] Open: 98752.97, High: 98792.23, Low: 98718.67, Close: 98745.61
[2024-11-22 06:01:03] Open: 98745.60, High: 98759.54, Low: 98720.77, Close: 98725.34
[2024-11-22 06:02:02] Open: 98731.35, High: 98761.73, Low: 98720.92, Close: 98730.56
[2024-11-22 06:03:00] Open: 98724.68, High: 98755.60, Low: 98665.15, Close: 98755.59
[2024-11-22 06:04:04] Open: 98740.33, High: 98740.33, Low: 98704.92, Close: 98704.92
[2024-11-22 06:05:02] Open: 98703.03, High: 98711.42, Low: 98671.37, Close: 98711.42
[2024-11-22 06:06:00] Open: 98723.80, High: 98758.76, Low: 98723.80, Close: 98741.59
[2024-11-22 06:07:04] Open: 98766.68, High: 98770.42, Low: 98700.00, Close: 98770.42
[2024-11-22 06:08:02] Open: 98767.40, High: 98767.40, Low: 98741.87, Close: 98753.83
[2024-11-22 06:09:01] Open: 98736.55, High: 98764.99, Low: 98735.34, Close: 98764.99
[2024-11-22 06:10:04] Open: 98764.99, High: 98764.99, Low: 98742.76, Close: 98758.77
[2024-11-22 06:11:02] Open: 98774.62, High: 98867.92, Low: 98774.62, Close: 98867.92
[2024-11-22 06:12:00] Open: 98867.92, High: 98872.40, Low: 98849.81, Close: 98872.40
[2024-11-22 06:13:00] Open: 98875.54, High: 98951.09, Low: 98873.27, Close: 98945.35
[2024-11-22 06:14:04] Open: 98928.28, High: 98962.95, Low: 98928.28, Close: 98944.73
[2024-11-22 06:15:02] Open: 98942.68, High: 99009.61, Low: 98921.78, Close: 99009.61
[2024-11-22 06:16:01] Open: 99041.17, High: 99111.00, Low: 99040.23, Close: 99110.99
[2024-11-22 06:17:00] Open: 99110.44, High: 99196.92, Low: 99103.23, Close: 99196.92
[2024-11-22 06:18:03] Open: 99200.00, High: 99268.92, Low: 99200.00, Close: 99261.97
[2024-11-22 06:19:01] Open: 99250.36, High: 99278.79, Low: 99221.88, Close: 99248.01
[2024-11-22 06:20:05] Open: 99211.86, High: 99305.21, Low: 99211.86, Close: 99262.48
[2024-11-22 06:21:02] Open: 99292.99, High: 99389.76, Low: 99292.99, Close: 99304.39
[2024-11-22 06:22:01] Open: 99347.32, High: 99347.32, Low: 99247.90, Close: 99262.95
[2024-11-22 06:23:05] Open: 99245.40, High: 99251.64, Low: 99133.73, Close: 99133.73
[2024-11-22 06:24:04] Open: 99124.99, High: 99124.99, Low: 99037.69, Close: 99099.74
[2024-11-22 06:25:02] Open: 99128.89, High: 99156.63, Low: 99099.59, Close: 99156.63
[2024-11-22 06:26:00] Open: 99183.86, High: 99216.75, Low: 99128.81, Close: 99212.63
[2024-11-22 06:27:00] Open: 99244.43, High: 99244.43, Low: 99090.89, Close: 99090.89
[2024-11-22 06:28:03] Open: 99009.69, High: 99158.60, Low: 99009.69, Close: 99044.77
[2024-11-22 06:29:02] Open: 99061.26, High: 99061.26, Low: 98905.47, Close: 98966.91
[2024-11-22 06:30:01] Open: 98972.40, High: 98972.40, Low: 98758.20, Close: 98788.56
[2024-11-22 06:31:00] Open: 98763.20, High: 98876.45, Low: 98763.20, Close: 98867.36
[2024-11-22 06:32:03] Open: 98878.34, High: 98878.34, Low: 98797.96, Close: 98827.30
[2024-11-22 06:33:02] Open: 98799.50, High: 98799.50, Low: 98670.11, Close: 98671.86
[2024-11-22 06:34:00] Open: 98659.21, High: 98721.92, Low: 98645.61, Close: 98721.92
[2024-11-22 06:35:04] Open: 98695.33, High: 98695.33, Low: 98616.82, Close: 98683.24
[2024-11-22 06:36:03] Open: 98684.58, High: 98802.20, Low: 98684.58, Close: 98802.20
[2024-11-22 06:37:01] Open: 98796.86, High: 98831.69, Low: 98789.91, Close: 98789.91
[2024-11-22 06:38:01] Open: 98763.65, High: 98774.24, Low: 98681.97, Close: 98703.45
[2024-11-22 06:39:00] Open: 98696.16, High: 98696.16, Low: 98576.46, Close: 98628.50
[2024-11-22 06:40:03] Open: 98693.79, High: 98693.79, Low: 98531.83, Close: 98531.83
[2024-11-22 06:41:02] Open: 98566.55, High: 98613.08, Low: 98558.91, Close: 98570.85
[2024-11-22 06:42:00] Open: 98603.83, High: 98645.08, Low: 98599.45, Close: 98634.41
[2024-11-22 06:43:04] Open: 98631.86, High: 98660.71, Low: 98631.86, Close: 98643.79
[2024-11-22 06:44:02] Open: 98635.01, High: 98660.58, Low: 98635.01, Close: 98652.16
[2024-11-22 06:45:00] Open: 98670.19, High: 98764.24, Low: 98657.21, Close: 98764.23
[2024-11-22 06:46:05] Open: 98762.14, High: 98926.60, Low: 98762.14, Close: 98923.68
[2024-11-22 06:47:04] Open: 98897.02, High: 98897.02, Low: 98772.40, Close: 98810.62
[2024-11-22 06:48:02] Open: 98823.68, High: 98834.15, Low: 98783.27, Close: 98790.56
[2024-11-22 06:49:00] Open: 98790.24, High: 98825.09, Low: 98777.19, Close: 98822.96
[2024-11-22 06:50:03] Open: 98839.41, High: 98839.41, Low: 98789.15, Close: 98790.50
[2024-11-22 06:51:02] Open: 98797.61, High: 98853.13, Low: 98788.07, Close: 98853.13
[2024-11-22 06:52:00] Open: 98873.83, High: 98877.16, Low: 98809.80, Close: 98820.09
[2024-11-22 06:53:04] Open: 98820.43, High: 98870.23, Low: 98813.06, Close: 98868.01
[2024-11-22 06:54:02] Open: 98911.39, High: 98915.73, Low: 98860.00, Close: 98878.77
[2024-11-22 06:55:01] Open: 98858.79, High: 98882.24, Low: 98848.00, Close: 98867.82
[2024-11-22 06:56:00] Open: 98867.81, High: 98970.21, Low: 98867.81, Close: 98970.21
[2024-11-22 06:57:03] Open: 98949.99, High: 98998.41, Low: 98943.18, Close: 98998.41
[2024-11-22 06:58:01] Open: 98967.18, High: 98967.18, Low: 98906.85, Close: 98964.70
[2024-11-22 06:59:00] Open: 98964.74, High: 98964.74, Low: 98910.27, Close: 98962.76
[2024-11-22 07:00:02] Open: 98971.37, High: 98984.02, Low: 98949.44, Close: 98949.46
[2024-11-22 07:01:01] Open: 98978.21, High: 98978.21, Low: 98937.44, Close: 98965.36
[2024-11-22 07:02:05] Open: 98982.59, High: 98982.59, Low: 98909.16, Close: 98909.17
[2024-11-22 07:03:03] Open: 98899.37, High: 98928.32, Low: 98867.89, Close: 98900.01
[2024-11-22 07:04:01] Open: 98890.41, High: 98940.66, Low: 98890.41, Close: 98930.00
[2024-11-22 07:05:04] Open: 98951.14, High: 99068.57, Low: 98951.14, Close: 99059.17
[2024-11-22 07:06:03] Open: 99066.92, High: 99066.92, Low: 99011.86, Close: 99033.68
[2024-11-22 07:07:02] Open: 99057.25, High: 99118.64, Low: 99047.52, Close: 99060.29
[2024-11-22 07:08:00] Open: 99062.52, High: 99068.01, Low: 99000.00, Close: 99068.01
[2024-11-22 07:09:04] Open: 99062.96, High: 99062.96, Low: 98995.57, Close: 99024.41
[2024-11-22 07:10:02] Open: 99014.57, High: 99019.78, Low: 98979.93, Close: 99011.95
[2024-11-22 07:11:00] Open: 99009.50, High: 99016.11, Low: 98979.68, Close: 98996.58
[2024-11-22 07:12:03] Open: 98990.12, High: 98990.12, Low: 98955.15, Close: 98955.15
[2024-11-22 07:13:02] Open: 98939.62, High: 98947.05, Low: 98899.97, Close: 98910.07
[2024-11-22 07:14:01] Open: 98910.31, High: 98934.43, Low: 98893.40, Close: 98913.35
[2024-11-22 07:15:04] Open: 98921.90, High: 98936.27, Low: 98885.92, Close: 98908.95
[2024-11-22 07:16:02] Open: 98882.06, High: 98882.06, Low: 98801.22, Close: 98801.22
[2024-11-22 07:17:01] Open: 98801.94, High: 98818.41, Low: 98789.77, Close: 98789.77
[2024-11-22 07:18:05] Open: 98806.33, High: 98822.46, Low: 98791.64, Close: 98808.41
[2024-11-22 07:19:04] Open: 98822.49, High: 98852.24, Low: 98814.71, Close: 98852.24
[2024-11-22 07:20:01] Open: 98853.82, High: 98900.00, Low: 98816.04, Close: 98900.00
[2024-11-22 07:21:00] Open: 98911.44, High: 99020.17, Low: 98911.44, Close: 98999.66
[2024-11-22 07:22:04] Open: 99001.92, High: 99048.49, Low: 98971.82, Close: 99048.49
[2024-11-22 07:23:03] Open: 99042.40, High: 99042.40, Low: 98988.19, Close: 98990.06
[2024-11-22 07:24:02] Open: 99031.03, High: 99031.03, Low: 98994.12, Close: 98994.66
[2024-11-22 07:25:01] Open: 98990.50, High: 99022.34, Low: 98967.60, Close: 98980.31
[2024-11-22 07:26:04] Open: 98984.47, High: 99001.35, Low: 98960.38, Close: 98994.30
[2024-11-22 07:27:03] Open: 98988.97, High: 99013.72, Low: 98964.58, Close: 98977.81
[2024-11-22 07:28:02] Open: 98955.64, High: 98997.30, Low: 98955.64, Close: 98976.01
[2024-11-22 07:29:00] Open: 98968.11, High: 98996.68, Low: 98967.61, Close: 98996.68
[2024-11-22 07:30:04] Open: 98985.42, High: 99021.31, Low: 98968.37, Close: 98968.37
[2024-11-22 07:31:02] Open: 98980.97, High: 99020.15, Low: 98965.98, Close: 98965.98
[2024-11-22 07:32:00] Open: 98966.96, High: 99000.76, Low: 98966.89, Close: 98966.89
[2024-11-22 07:33:04] Open: 98975.61, High: 99000.12, Low: 98944.81, Close: 98953.14
[2024-11-22 07:34:02] Open: 98925.45, High: 98984.74, Low: 98902.66, Close: 98984.74
[2024-11-22 07:35:01] Open: 98987.25, High: 99057.30, Low: 98977.75, Close: 99057.30
[2024-11-22 07:36:05] Open: 99057.37, High: 99168.49, Low: 99057.37, Close: 99152.39
[2024-11-22 07:37:03] Open: 99150.54, High: 99158.49, Low: 99069.97, Close: 99069.97
[2024-11-22 07:38:02] Open: 99076.44, High: 99125.97, Low: 99051.32, Close: 99125.97
[2024-11-22 07:39:00] Open: 99099.07, High: 99179.17, Low: 99099.07, Close: 99176.84
[2024-11-22 07:40:04] Open: 99175.18, High: 99217.52, Low: 99172.14, Close: 99210.48
[2024-11-22 07:41:02] Open: 99214.10, High: 99214.10, Low: 99191.64, Close: 99199.09
[2024-11-22 07:42:00] Open: 99194.08, High: 99195.17, Low: 99117.81, Close: 99128.46
[2024-11-22 07:43:04] Open: 99136.30, High: 99198.92, Low: 99136.30, Close: 99157.62
[2024-11-22 07:44:02] Open: 99147.29, High: 99166.41, Low: 99111.94, Close: 99111.94
[2024-11-22 07:45:00] Open: 99115.69, High: 99145.36, Low: 99086.97, Close: 99142.68
[2024-11-22 07:46:04] Open: 99142.90, High: 99142.90, Low: 99104.92, Close: 99104.92
[2024-11-22 07:47:03] Open: 99074.27, High: 99106.15, Low: 99061.27, Close: 99105.70
[2024-11-22 07:48:01] Open: 99108.91, High: 99144.31, Low: 99060.44, Close: 99082.93
[2024-11-22 07:49:00] Open: 99083.15, High: 99099.80, Low: 99071.87, Close: 99076.51
[2024-11-22 07:50:04] Open: 99061.52, High: 99079.99, Low: 99042.46, Close: 99042.46
[2024-11-22 07:51:02] Open: 99049.14, High: 99051.17, Low: 99008.04, Close: 99008.04
[2024-11-22 07:52:01] Open: 99011.15, High: 99019.61, Low: 98974.74, Close: 98986.81
[2024-11-22 07:53:00] Open: 98987.66, High: 98989.40, Low: 98914.49, Close: 98957.70
[2024-11-22 07:54:04] Open: 98943.25, High: 98966.67, Low: 98887.45, Close: 98910.43
[2024-11-22 07:55:03] Open: 98940.38, High: 98965.85, Low: 98928.41, Close: 98965.85
[2024-11-22 07:56:00] Open: 98964.41, High: 98965.70, Low: 98900.03, Close: 98907.06
[2024-11-22 07:57:04] Open: 98899.88, High: 98919.34, Low: 98849.84, Close: 98851.40
[2024-11-22 07:58:02] Open: 98839.93, High: 98841.35, Low: 98814.10, Close: 98820.42
[2024-11-22 07:59:00] Open: 98856.57, High: 98878.97, Low: 98834.01, Close: 98870.67
[2024-11-22 08:00:04] Open: 98878.98, High: 98932.36, Low: 98878.98, Close: 98917.62
[2024-11-22 08:01:03] Open: 98915.25, High: 98915.25, Low: 98861.76, Close: 98862.62
[2024-11-22 08:02:02] Open: 98853.56, High: 98853.56, Low: 98750.53, Close: 98750.53
[2024-11-22 08:03:01] Open: 98778.87, High: 98790.74, Low: 98760.27, Close: 98760.27
[2024-11-22 08:04:00] Open: 98745.32, High: 98745.32, Low: 98627.09, Close: 98638.59
[2024-11-22 08:05:03] Open: 98650.04, High: 98771.00, Low: 98627.19, Close: 98771.00
[2024-11-22 08:06:02] Open: 98765.81, High: 98845.88, Low: 98765.81, Close: 98815.88
[2024-11-22 08:07:01] Open: 98812.85, High: 98822.71, Low: 98785.15, Close: 98816.89
[2024-11-22 08:08:04] Open: 98852.07, High: 98888.87, Low: 98845.28, Close: 98870.55
[2024-11-22 08:09:03] Open: 98875.47, High: 98964.46, Low: 98875.47, Close: 98955.20
[2024-11-22 08:10:02] Open: 98987.10, High: 99006.23, Low: 98979.44, Close: 98990.60
[2024-11-22 08:11:00] Open: 98993.41, High: 98997.60, Low: 98938.43, Close: 98938.43
[2024-11-22 08:12:03] Open: 98940.10, High: 98992.99, Low: 98940.10, Close: 98979.59
[2024-11-22 08:13:01] Open: 98985.97, High: 98986.37, Low: 98933.25, Close: 98933.25
[2024-11-22 08:14:04] Open: 98927.82, High: 98927.82, Low: 98900.56, Close: 98903.96
[2024-11-22 08:15:02] Open: 98903.95, High: 98904.99, Low: 98883.92, Close: 98904.99
[2024-11-22 08:16:00] Open: 98883.92, High: 98904.99, Low: 98813.76, Close: 98904.99
[2024-11-22 08:17:00] Open: 98884.55, High: 98884.55, Low: 98796.71, Close: 98796.71
[2024-11-22 08:18:04] Open: 98816.86, High: 98816.86, Low: 98771.49, Close: 98771.49
[2024-11-22 08:19:02] Open: 98771.61, High: 98809.32, Low: 98771.61, Close: 98775.21
[2024-11-22 08:20:02] Open: 98775.22, High: 98775.23, Low: 98707.86, Close: 98759.94
[2024-11-22 08:21:05] Open: 98762.60, High: 98818.44, Low: 98762.60, Close: 98785.38
[2024-11-22 08:22:03] Open: 98785.76, High: 98828.60, Low: 98785.76, Close: 98826.65
[2024-11-22 08:23:01] Open: 98839.73, High: 98861.80, Low: 98818.99, Close: 98821.21
[2024-11-22 08:24:01] Open: 98826.90, High: 98878.27, Low: 98826.90, Close: 98878.27
[2024-11-22 08:25:04] Open: 98841.14, High: 98865.12, Low: 98835.08, Close: 98856.45
[2024-11-22 08:26:03] Open: 98855.30, High: 98920.00, Low: 98849.67, Close: 98909.64
[2024-11-22 08:27:01] Open: 98915.70, High: 98945.49, Low: 98915.70, Close: 98945.49
[2024-11-22 08:28:04] Open: 98937.37, High: 98982.04, Low: 98937.37, Close: 98982.04
[2024-11-22 08:29:03] Open: 98983.06, High: 99027.74, Low: 98958.92, Close: 99027.74
[2024-11-22 08:30:03] Open: 99026.19, High: 99087.11, Low: 99026.19, Close: 99086.09
[2024-11-22 08:31:01] Open: 99110.40, High: 99110.40, Low: 99040.91, Close: 99060.15
[2024-11-22 08:32:04] Open: 99069.57, High: 99086.66, Low: 99040.48, Close: 99040.48
[2024-11-22 08:33:03] Open: 99003.92, High: 99048.01, Low: 98966.40, Close: 99048.01
[2024-11-22 08:34:02] Open: 99059.22, High: 99070.14, Low: 99059.22, Close: 99070.14
[2024-11-22 08:35:01] Open: 99043.18, High: 99074.48, Low: 99033.77, Close: 99040.93
[2024-11-22 08:36:04] Open: 99033.59, High: 99033.59, Low: 98990.21, Close: 99025.08
[2024-11-22 08:37:04] Open: 99015.07, High: 99092.55, Low: 99009.73, Close: 99092.55
[2024-11-22 08:38:02] Open: 99096.32, High: 99106.26, Low: 99057.73, Close: 99102.93
[2024-11-22 08:39:00] Open: 99120.00, High: 99120.00, Low: 99088.22, Close: 99088.22
[2024-11-22 08:40:04] Open: 99088.26, High: 99120.18, Low: 99088.26, Close: 99115.33
[2024-11-22 08:41:03] Open: 99088.44, High: 99097.15, Low: 99057.63, Close: 99068.96
[2024-11-22 08:42:01] Open: 99064.44, High: 99064.44, Low: 99013.46, Close: 99024.37
[2024-11-22 08:43:00] Open: 99000.01, High: 99046.08, Low: 98987.19, Close: 99046.08
[2024-11-22 08:44:04] Open: 99019.48, High: 99035.59, Low: 98965.59, Close: 98965.59
[2024-11-22 08:45:03] Open: 98966.60, High: 98998.40, Low: 98953.85, Close: 98995.57
[2024-11-22 08:46:01] Open: 98985.17, High: 98997.98, Low: 98959.37, Close: 98997.98
[2024-11-22 08:47:00] Open: 98985.68, High: 98994.56, Low: 98947.65, Close: 98977.53
[2024-11-22 08:48:03] Open: 98993.98, High: 98997.59, Low: 98962.90, Close: 98962.90
[2024-11-22 08:49:02] Open: 98941.32, High: 98987.11, Low: 98941.32, Close: 98981.84
[2024-11-22 08:50:00] Open: 98976.70, High: 98989.11, Low: 98960.70, Close: 98989.11
[2024-11-22 08:51:03] Open: 99000.95, High: 99000.95, Low: 98973.88, Close: 98994.25
[2024-11-22 08:52:02] Open: 98987.56, High: 98988.93, Low: 98974.42, Close: 98984.87
[2024-11-22 08:53:00] Open: 98979.73, High: 98986.81, Low: 98955.52, Close: 98970.87
[2024-11-22 08:54:04] Open: 98961.88, High: 98986.75, Low: 98961.88, Close: 98967.50
[2024-11-22 08:55:02] Open: 98967.45, High: 99000.12, Low: 98967.45, Close: 98988.16
[2024-11-22 08:56:01] Open: 98972.23, High: 98972.23, Low: 98939.74, Close: 98939.74
[2024-11-22 08:57:00] Open: 98940.12, High: 98998.67, Low: 98938.16, Close: 98944.63
[2024-11-22 08:58:03] Open: 98946.72, High: 98960.67, Low: 98930.54, Close: 98955.90
[2024-11-22 08:59:02] Open: 98961.97, High: 98964.13, Low: 98930.56, Close: 98943.13
[2024-11-22 09:00:00] Open: 98943.14, High: 98950.59, Low: 98909.24, Close: 98909.24
[2024-11-22 09:01:03] Open: 98909.24, High: 98944.95, Low: 98900.01, Close: 98927.64
[2024-11-22 09:02:01] Open: 98934.01, High: 98957.04, Low: 98932.81, Close: 98957.04
[2024-11-22 09:03:04] Open: 98950.52, High: 98950.53, Low: 98890.25, Close: 98890.25
[2024-11-22 09:04:02] Open: 98890.26, High: 98968.79, Low: 98890.26, Close: 98968.79
[2024-11-22 09:05:01] Open: 98970.38, High: 98985.49, Low: 98955.46, Close: 98985.49
[2024-11-22 09:06:00] Open: 98963.98, High: 98978.86, Low: 98939.82, Close: 98943.08
[2024-11-22 09:07:03] Open: 98961.45, High: 98975.44, Low: 98945.20, Close: 98975.44
[2024-11-22 09:08:03] Open: 98979.22, High: 98998.92, Low: 98979.22, Close: 98994.05
[2024-11-22 09:09:00] Open: 98997.45, High: 99014.97, Low: 98925.74, Close: 98927.56
[2024-11-22 09:10:04] Open: 98942.81, High: 98957.38, Low: 98936.53, Close: 98937.73
[2024-11-22 09:11:02] Open: 98939.46, High: 98949.23, Low: 98839.51, Close: 98860.55
[2024-11-22 09:12:01] Open: 98864.22, High: 98888.39, Low: 98859.14, Close: 98888.39
[2024-11-22 09:13:04] Open: 98911.88, High: 98911.88, Low: 98834.36, Close: 98834.36
[2024-11-22 09:14:02] Open: 98807.41, High: 98848.76, Low: 98807.41, Close: 98810.52
[2024-11-22 09:15:02] Open: 98848.52, High: 98894.37, Low: 98848.52, Close: 98894.37
[2024-11-22 09:16:00] Open: 98898.27, High: 98898.27, Low: 98854.51, Close: 98854.51
[2024-11-22 09:17:03] Open: 98865.01, High: 98966.18, Low: 98858.85, Close: 98966.18
[2024-11-22 09:18:02] Open: 98974.10, High: 99031.73, Low: 98974.10, Close: 99031.73
[2024-11-22 09:19:00] Open: 99030.68, High: 99079.97, Low: 99030.68, Close: 99079.97
[2024-11-22 09:20:04] Open: 99082.16, High: 99159.04, Low: 99082.16, Close: 99153.77
[2024-11-22 09:21:02] Open: 99118.24, High: 99118.24, Low: 98988.64, Close: 99059.43
[2024-11-22 09:22:00] Open: 99099.01, High: 99099.01, Low: 99039.95, Close: 99042.20
[2024-11-22 09:23:04] Open: 99042.19, High: 99042.19, Low: 98926.84, Close: 98950.33
[2024-11-22 09:24:03] Open: 98938.15, High: 98967.79, Low: 98921.28, Close: 98960.34
[2024-11-22 09:25:02] Open: 98950.73, High: 98950.73, Low: 98875.13, Close: 98909.93
[2024-11-22 09:26:00] Open: 98907.61, High: 99011.29, Low: 98907.61, Close: 99011.29
[2024-11-22 09:27:03] Open: 99000.34, High: 99000.34, Low: 98933.02, Close: 98933.53
[2024-11-22 09:28:02] Open: 98925.30, High: 98950.77, Low: 98861.46, Close: 98861.46
[2024-11-22 09:29:01] Open: 98893.81, High: 98939.14, Low: 98872.32, Close: 98907.93
[2024-11-22 09:30:00] Open: 98903.97, High: 98927.49, Low: 98889.97, Close: 98890.01
[2024-11-22 09:31:03] Open: 98871.49, High: 98888.21, Low: 98862.58, Close: 98888.21
[2024-11-22 09:32:02] Open: 98874.26, High: 98879.92, Low: 98831.51, Close: 98831.51
[2024-11-22 09:33:00] Open: 98821.17, High: 98846.50, Low: 98799.74, Close: 98808.54
[2024-11-22 09:34:03] Open: 98821.53, High: 98846.45, Low: 98821.53, Close: 98846.45
[2024-11-22 09:35:02] Open: 98888.86, High: 98901.46, Low: 98866.10, Close: 98866.64
[2024-11-22 09:36:00] Open: 98873.31, High: 98873.96, Low: 98854.15, Close: 98863.83
[2024-11-22 09:37:03] Open: 98872.62, High: 98872.62, Low: 98843.43, Close: 98850.72
[2024-11-22 09:38:02] Open: 98844.83, High: 98875.96, Low: 98844.83, Close: 98852.69
[2024-11-22 09:39:00] Open: 98854.34, High: 98854.34, Low: 98794.98, Close: 98837.71
[2024-11-22 09:40:03] Open: 98838.08, High: 98840.68, Low: 98808.22, Close: 98816.18
[2024-11-22 09:41:01] Open: 98817.03, High: 98835.52, Low: 98769.90, Close: 98769.90
[2024-11-22 09:42:04] Open: 98769.80, High: 98807.67, Low: 98758.17, Close: 98807.67
[2024-11-22 09:43:03] Open: 98803.84, High: 98924.54, Low: 98803.84, Close: 98924.54
[2024-11-22 09:44:02] Open: 98927.11, High: 98954.33, Low: 98927.11, Close: 98937.94
[2024-11-22 09:45:00] Open: 98940.86, High: 98954.35, Low: 98932.50, Close: 98954.35
[2024-11-22 09:46:03] Open: 98968.50, High: 98968.68, Low: 98906.22, Close: 98906.22
[2024-11-22 09:47:01] Open: 98907.80, High: 98927.21, Low: 98907.80, Close: 98913.40
[2024-11-22 09:48:05] Open: 98892.46, High: 98910.78, Low: 98869.69, Close: 98910.75
[2024-11-22 09:49:03] Open: 98926.78, High: 99008.40, Low: 98925.98, Close: 99008.32
[2024-11-22 09:50:01] Open: 99014.48, High: 99032.15, Low: 98985.04, Close: 99017.47
[2024-11-22 09:51:05] Open: 99039.78, High: 99056.46, Low: 99009.93, Close: 99024.37
[2024-11-22 09:52:04] Open: 99000.27, High: 99006.76, Low: 98964.18, Close: 99002.81
[2024-11-22 09:53:03] Open: 99002.81, High: 99022.96, Low: 99002.81, Close: 99022.95
[2024-11-22 09:54:01] Open: 99033.48, High: 99044.59, Low: 99003.46, Close: 99003.46
[2024-11-22 09:55:00] Open: 98995.89, High: 99031.10, Low: 98986.41, Close: 99024.00
[2024-11-22 09:56:03] Open: 99027.34, High: 99053.48, Low: 99020.47, Close: 99022.23
[2024-11-22 09:57:01] Open: 99033.04, High: 99074.00, Low: 99033.04, Close: 99074.00
[2024-11-22 09:58:05] Open: 99080.00, High: 99080.00, Low: 99000.00, Close: 99000.00
[2024-11-22 09:59:03] Open: 99058.19, High: 99101.14, Low: 99041.58, Close: 99101.14
[2024-11-22 10:00:01] Open: 99092.52, High: 99130.22, Low: 99075.99, Close: 99121.81
[2024-11-22 10:01:00] Open: 99122.64, High: 99146.41, Low: 99083.30, Close: 99083.30
[2024-11-22 10:02:04] Open: 99053.54, High: 99135.47, Low: 99035.02, Close: 99135.47
[2024-11-22 10:03:02] Open: 99121.88, High: 99188.00, Low: 99121.88, Close: 99176.92
[2024-11-22 10:04:01] Open: 99160.96, High: 99166.71, Low: 99070.01, Close: 99070.01
[2024-11-22 10:05:05] Open: 99029.61, High: 99086.74, Low: 99012.24, Close: 99073.30
[2024-11-22 10:06:03] Open: 99088.88, High: 99121.59, Low: 99073.55, Close: 99100.65
[2024-11-22 10:07:01] Open: 99113.08, High: 99160.28, Low: 99113.08, Close: 99133.97
[2024-11-22 10:08:04] Open: 99141.42, High: 99141.42, Low: 99074.44, Close: 99105.47
[2024-11-22 10:09:02] Open: 99106.44, High: 99133.65, Low: 99075.77, Close: 99093.17
[2024-11-22 10:10:01] Open: 99092.18, High: 99126.71, Low: 99091.47, Close: 99105.47
[2024-11-22 10:11:05] Open: 99122.19, High: 99122.19, Low: 99065.05, Close: 99090.88
[2024-11-22 10:12:03] Open: 99114.18, High: 99114.18, Low: 99072.70, Close: 99091.44
[2024-11-22 10:13:01] Open: 99068.66, High: 99068.66, Low: 99040.25, Close: 99049.70
[2024-11-22 10:14:05] Open: 99049.98, High: 99049.98, Low: 98989.95, Close: 98997.14
[2024-11-22 10:15:03] Open: 99014.44, High: 99089.10, Low: 99014.44, Close: 99080.49
[2024-11-22 10:16:02] Open: 99089.10, High: 99089.10, Low: 99029.03, Close: 99045.31
[2024-11-22 10:17:00] Open: 99069.05, High: 99208.43, Low: 99069.05, Close: 99208.43
[2024-11-22 10:18:04] Open: 99197.79, High: 99243.54, Low: 99177.61, Close: 99200.50
[2024-11-22 10:19:02] Open: 99233.97, High: 99338.56, Low: 99233.10, Close: 99288.80
[2024-11-22 10:20:00] Open: 99274.24, High: 99274.24, Low: 99207.96, Close: 99217.21
[2024-11-22 10:21:04] Open: 99203.72, High: 99226.27, Low: 99160.10, Close: 99219.96
[2024-11-22 10:22:02] Open: 99213.09, High: 99308.08, Low: 99180.62, Close: 99289.16
[2024-11-22 10:23:05] Open: 99268.54, High: 99332.64, Low: 99255.85, Close: 99332.64
[2024-11-22 10:24:04] Open: 99345.06, High: 99345.41, Low: 99290.39, Close: 99332.34
[2024-11-22 10:25:03] Open: 99332.33, High: 99355.97, Low: 99332.33, Close: 99355.26
[2024-11-22 10:26:01] Open: 99355.97, High: 99357.66, Low: 99302.84, Close: 99357.24
[2024-11-22 10:27:04] Open: 99338.55, High: 99357.09, Low: 99338.55, Close: 99346.60
[2024-11-22 10:28:02] Open: 99346.60, High: 99346.60, Low: 99303.22, Close: 99303.22
[2024-11-22 10:29:01] Open: 99284.90, High: 99330.40, Low: 99260.29, Close: 99330.40
[2024-11-22 10:30:00] Open: 99350.75, High: 99357.72, Low: 99338.03, Close: 99341.72
[2024-11-22 10:31:03] Open: 99348.78, High: 99484.89, Low: 99318.52, Close: 99484.89
[2024-11-22 10:32:02] Open: 99449.50, High: 99466.29, Low: 99414.44, Close: 99448.77
[2024-11-22 10:33:01] Open: 99429.07, High: 99483.42, Low: 99391.66, Close: 99467.22
[2024-11-22 10:34:00] Open: 99461.66, High: 99486.81, Low: 99461.65, Close: 99463.88
[2024-11-22 10:35:03] Open: 99472.46, High: 99495.00, Low: 99470.09, Close: 99481.21
[2024-11-22 10:36:02] Open: 99456.05, High: 99495.54, Low: 99409.98, Close: 99495.54
[2024-11-22 10:37:00] Open: 99491.20, High: 99491.20, Low: 99452.15, Close: 99477.52
[2024-11-22 10:38:03] Open: 99459.08, High: 99499.07, Low: 99423.82, Close: 99487.94
[2024-11-22 10:39:02] Open: 99488.61, High: 99528.85, Low: 99488.61, Close: 99528.85
